"","Date","Price","Text","bing_score","nrc_score","afin_score"
"59",2011-10-24,111.67,"see what i have to say about iran and iraq in today s trumpvlog http t co t xcgey",0,0,0
"60",2011-10-24,111.67,"we are leaving iraq after expending a tremendous amount of blood and treasure we should be reimbursed with oil don t give it to iran ",1,2,2
"61",2011-10-26,110.43,"why aren t we getting any oil from iraq before we leave we are leaving the country wide open for iran big mistake ",-1,-2,-2
"62",2011-10-27,112.45,"the us air force won the war in libya to clear the way for islamic extremist control of libya ",0,-2,2
"63",2011-10-27,112.45,"when will our nation s sacrifices be respectfully appreciated iraq and libya should reimburse us in oil ",2,0,2
"64",2011-11-01,106.97,"is jon stewart a racist see video that includes clip http t co tuae cwq thedailyshow",-1,0,-3
"65",2011-11-01,106.97,"it snowed over inches this past weekend in new york city it is still october so much for global warming ",0,0,0
"66",2011-11-01,106.97,"is jon stewart a racist see video http t co zbjw tny thedailyshow",-1,0,-3
"67",2011-11-02,110.82,"the oil companies collude with opec to keep oil artificially overvalued they need to be reigned in ",-1,0,0
"68",2011-11-04,112.22,"iran s quest for nuclear weapons is a major threat to our nation s national security interests we can t allow iran to go nuclear ",-1,1,0
"69",2011-11-09,115.29,"america should not be pressuring israel to show restraint against iran we should be working to stop iran s nuclear drive ",0,2,-1
"70",2011-11-10,113.32,"china is advocating on behalf of iran s nuclear program the chinese oppose both sanctions and any militar cont http t co qx aaswg",-1,-1,0
"71",2011-11-11,114.43," barackobama made a campaign decision on delaying the keystone pipeline to the pipeline would lower oil prices and create jobs ",-1,1,0
"72",2011-11-14,112.57," barackobama will attack iran in the not too distant future because it will help him win the election if the cont http t co wejd pr",0,-1,5
"73",2011-11-14,112.57," barackobama delayed the keystone pipeline decision until now canada is looking to export more oil to china http t co e xmnuhq",-1,0,-1
"74",2011-11-16,111.91,"crude is at barrel with the current state of the world economy how is that possible opec is ripping of cont http t co bjw fzyc",-1,-1,0
"75",2011-11-17,109.25,"crude has skyrocketed since barackobama delayed the keystone pipeline not only are jobs gone but family budgets are tightening ",-2,-1,-1
"76",2011-11-17,109.25," israel faces an existential threat in iran s nuclear drive unfortunately barackobama is no friend of israel ",-1,0,-3
"77",2011-11-23,106.83,"congratulations to trumpchicago trumpsoho and trumplasvegas all listed on travelandleisure world s best business hotels",1,0,5
"78",2011-11-23,106.83,"american sanctions alone cannot stop iran s nuclear drive and barackobama cannot get china and russia to agree on new iranian sanctions ",0,1,-2
"79",2011-11-28,109.38,"iran will soon take all of the oil in iraq and iraq itself keep the oil ",0,0,0
"80",2011-11-28,109.38,"once iran has nuclear weapons they will shut down the strait of hormuz oil will be over barrel iran cont http t co ijwtmtkm",0,0,0
"81",2011-11-29,111.25,"in order to get elected barackobama will start a war with iran ",0,-1,-2
"82",2011-11-29,111.25,"iran s continued public threats of annihilating israel are unacceptable iran s nuclear drive must be stopped timetogettough",-2,0,-5
"83",2011-11-30,111.22,"newly released emails prove that scientists have manipulated data on global warming the data is unreliable http t co ddw hsvn",-1,0,-1
"84",2011-12-01,108.83,"why doesn t opec lower the price of crude to help avert the european crisis crude keeps rising during the dow cont http t co seldvy ",-3,-2,-2
"85",2011-12-05,110.18,"rt newsmax media trumps warns of obama tipping point that may destroy america http t co cnhhzarl via newsmax media",-1,0,-5
"86",2011-12-05,110.18," timetogettough making america again my new book available today the book both china and opec do not want you to read ",0,0,1
"87",2011-12-06,110.16,"call me old school but i believe in the old warrior s credo that to the victor go the spoils in other word cont http t co qj y xc",-1,3,0
"88",2011-12-06,110.16,"whether we like it or not oil is the axis on which the world s economies spin it just is when the price o cont http t co wfqr iy ",0,0,2
"89",2011-12-08,108.23,"you know what is the worst part of barackobama s tuesday speech playing class warfare we paid for it with our tax dollars ",-1,-1,-5
"90",2011-12-09,107.91," timetogettough presents bold solutions on taxes national security the debt dealing with opec and china and defeating barackobama ",0,0,1
"91",2011-12-12,107.82,"why did barackobama let iran keep our drone now it is going straight to the chinese he should have taken it out ",0,-1,1
"92",2011-12-13,109.25,"who handed iraq over to iran yesterday barackobama we have gotten nothing from the iraqis we should have them pay us back with oil ",0,1,-1
"93",2011-12-13,109.25,"the mullahs are laughing at what they think is a very stupid president barackobama has asked for iran to return the drone timetogettough",-1,0,-1
"94",2011-12-14,105.72,"iran is closing the strait of hormuz for a military exercise imagine what they will do with nukes ",0,0,0
"95",2011-12-14,105.72,"the mullahs laughed when barackobama asked iran to return our drone they will show it to china first ",0,-1,1
"96",2011-12-14,105.72," so if iran is going to take over the oil i say we take over the oil first by hammering out a cost sharing plan with iraq timetogettough",0,0,0
"97",2011-12-15,104.52," let me put this as plainly as i know how iran s nuclear program must be stopped by any and all means necessary period timetogettough",0,0,-1
"98",2011-12-16,104,"opec is setting crude at barrel on signs us economy is improving opec uses any excuse to rip us off and our leaders just watch ",-2,-1,1
"99",2011-12-20,107.8,"dummies left iraq without the oil not believable ",1,0,0
"100",2011-12-20,107.8,"iraq in political turmoil one day after we leave i told you so ",-1,-2,-1
"101",2011-12-21,108,"i still can t believe we didn t t take the oil from iraq ",0,0,0
"102",2011-12-21,108,"my interview with asavagenation discussing timetogettough my plans and iraq http t co ignua m http t co bq gxn j",0,0,0
"103",2011-12-22,108.98,"less than a week after we leave iraq the country is already unraveling we got nothing from the iraqis and now cont http t co xei wdhk",0,-1,-1
"104",2011-12-22,108.98,"a week after biden says that the taliban is not our enemy the taliban demand that we pay iraq for a year occupation http t co y drr g",-1,0,-4
"105",2011-12-22,108.98," consider the fact that for every gallon of gas you put in your car you pay cents in state local and federal taxes timetogettough",0,1,-1
"106",2011-12-27,108.98,"govt collapsing in iraq only weeks after withdrawal of our troops sadly i called this one and please remember i alone called it ",-1,-1,-8
"107",2011-12-27,108.98,"the keystone pipeline will create jobs and lower gas prices but obama says no dumb ",-1,0,-4
"108",2011-12-28,107.54," trumpcollection tops travlandleisure best hotels in the world congrats trumpnewyork trumplasvegas trumpchicago trumpsoho",1,0,7
"109",2011-12-28,107.54,"china has oil projects in iraq and we didn t get anything from the iraqis except asked to leave iraq is going cont http t co khuji yc",0,-1,-1
"110",2011-12-28,107.54,"vote for your favorite trump hotel collection hotels in travel leisure s world s best awards survey http t co fgaou",3,2,8
"111",2011-12-29,106.89,"america wasted billions and precious lives in iraq and iran will soon take control very very sad ",-1,0,-4
"112",2011-12-29,106.89,"i predicted the attack on america in my book the america we deserve and the collapse of iraq in timetogettough ",-2,-1,-3
"113",2011-12-30,108.09,"nyc should hold a parade for returning iraq and afghanistan veterans ",0,0,0
"114",2012-01-04,113.37,"iran has warned the us not to send an aircraft carrier back into the strait of hormuz we should send three as a cont http t co yw q n x",-1,0,-2
"115",2012-01-04,113.37,"we left iraq and it is quickly falling apart what a waste of lives and money and so obvious ",-2,0,-2
"116",2012-01-05,113.59,"china is driving the price of gold up in order to ease pressure against iranian sanctions http t co zzyo vp",2,1,1
"117",2012-01-05,113.59," beyond simple justice and beyond reducing our national debt another advanage of taking the oil is that it cont http t co tg kbjzq",-1,0,0
"118",2012-01-05,113.59," obama s plan to have russia stand up to iran was a horrible failure that turned america into a laughingstock timetogettough",-3,-2,-5
"119",2012-01-10,113.3,"why are we building a billion embassy in iraq when the country kicked us out didn t give us any oil is about to get taken over by iran ",0,1,0
"120",2012-01-10,113.3,"opec has just raised oil to over barrel and barackobama still won t approve the keystone pipeline does he want high gas prices ",2,2,4
"121",2012-01-12,112.97,"an iranian nuclear scientist s car exploded in tehran yesterday lots of problems to come barackobama we need real leadership ",0,2,-2
"122",2012-01-12,112.97,"the us is always getting ripped off china gets cheap oil from iran and iraq as us pays for hormuz patrols to cont http t co j qewxy ",-2,-1,0
"123",2012-01-17,110.55," barackobama won t approve the keystone pipeline so canada is now looking to sell their oil to china cont http t co c ddco",2,2,3
"124",2012-01-18,109.81," barackobama asked iran for our drone back they are returning a miniature model http t co fa eqmau another diplomatic coup ",0,1,0
"125",2012-01-18,109.81,"receiving americancancer lifetime achievement award chairing followlola debut carnegiehall on jan http t co v gp aw",2,3,3
"126",2012-01-19,109.54,"playing politics with the keystone decision barackobama vetos jobs and cheaper oil ",1,1,0
"127",2012-01-20,108.5,"the white house should stop publicly pressuring israel on iran iran s nuclear program is the threat not israel s right to self defense ",-1,1,-3
"128",2012-01-20,108.5,"canada will now sell its oil to china because barackobama rejected keystone at least china knows a good deal when they see it ",-1,2,2
"129",2012-01-23,109.46,"obama wants americans to keep buying crude from opec who is ripping us off instead of our ally canada through cont http t co nhxn cvh",-1,0,0
"130",2012-01-23,109.46,"iran is threatening to shut the strait of hormuz and barackobama won t approve the keystone pipeline his energy policy makes america weak ",0,1,-1
"131",2012-01-24,108.38,"tonight in his sotu barackobama won t talk about keystone he will continue to dissemble about his record and play class warfare ",0,2,1
"132",2012-01-24,108.38,"a gallon of gas has more than doubled while barackobama has been potus and he still won t approve keystone ",2,2,3
"133",2012-01-26,109.08," did you know that with the natural gas reserves we have in the united states we could power america s cont http t co rgwymt d",0,1,2
"134",2012-01-30,110.24,"keystone must be approved through congress barackobama is costing america over jobs and driving the price of gas high ",0,1,2
"135",2012-01-31,110.26,"my gretawire interview discussing barackobama s economic failures attack on capitalism and playing class warfare http t co i fqjduo",-2,-2,-5
"136",2012-02-01,111.96,"my jrg interview discussing building a cemetery next to trump national the fl primary apprenticenbc and opec http t co ku uyym",1,1,0
"137",2012-02-02,110.96,"i will be making a major announcement today at pm pst at trump international hotel tower las vegas cont http t co esjzpzh",1,2,0
"138",2012-02-03,112.56,"sleepy eyed chucktodd thinks las vegas is a state see todayshow this morning ",0,0,0
"139",2012-02-07,116.86,"my foxandfriends interview discussing the super bowl the real unemployment numbers iran and mittromney s cont http t co tjeiij m",1,2,1
"140",2012-02-09,118.4,"keystone must be approved oil is at a record high we need to use our resources and support allies like canada ",1,2,6
"141",2012-02-10,118.13," barackobama s class warfare rhetoric is taking a backseat for the dnc convention he is charging million for a single suite ",-1,0,-2
"142",2012-02-14,118.3," america s primary goal with iran must be to destroy its nuclear ambitions let me put this as plainly as i know cont http t co vyfwtyye",-1,1,-3
"143",2012-02-14,118.3,"a gallon of gas is today and has never before risen so high early in the year http t co bxhpl ci the barackobama policy realized ",0,0,0
"144",2012-02-15,120.25,"canada s pm was in china last week brokering a deal to sell the oil barackobama rejected in keystone http t co pmzy rb unbelievable ",-1,0,-2
"145",2012-02-15,120.25,"iran s attack on israeli diplomats is an attack on the west",-2,-1,-1
"146",2012-02-17,120.69,"mark my words a gallon of gas will be during the summer opec is ripping us off there s nobody in our cont http t co lrndzrrs",0,-1,0
"147",2012-02-17,120.69,"our ally canada wants to send their oil down south to us barackobama is forcing canada to send it west to china ",0,1,0
"148",2012-02-21,120.85,"iran s threats are no excuse for the month high price of oil opec is ripping us off while barackobama watches http t co wystmetc",-2,-1,-4
"149",2012-02-21,120.85,"as the nuclear crisis with iran shows america needs to import oil from a reliable region keystone xl pipeline cont http t co lrboih s",0,1,-3
"150",2012-02-22,123.07,"now barackobama wants us to believe the republicans cancelled keystone and are responsible for gas he cont http t co d iv tq",0,2,1
"151",2012-02-23,124.53,"irony barackobama was in florida yesterday fundraising gas also rose to gallon for florida drivers yesterday http t co ivcdkauc",-1,0,-1
"152",2012-02-23,124.53,"my interview with newsmax media where i explain that gas is headed to and why ricksantorum can t win http t co iuwraoj ",1,1,4
"153",2012-02-23,124.53,"iranian pastor nadarkhani has just been sentenced to death by the mullahs because he is a christian cont http t co h i fduz",-1,0,-4
"154",2012-02-24,124.89,"pastor nadarkhani must be released by iran immediately i applaud the whitehouse statedept for issuing cont http t co tmrdj fo",1,1,2
"155",2012-02-24,124.89,"as gas prices keep rising barackobama won t approve keystone instead he is pushing algae yes algae as an cont http t co r ldzm",2,3,4
"156",2012-02-24,124.89,"my foxnews interview with gretawire discussing the cnndebate and how to deal with iran without using force http t co rrlceggt",0,0,0
"157",2012-02-24,124.89,"in barackobama campaigned against gas http t co hvsohotw it is now in florida and on the rise he is a disaster ",0,-1,-2
"158",2012-02-28,124.02," barackobama s energy sec called for gas in january wish granted http t co ftd np barackobama owns the gas prices ",0,1,2
"159",2012-02-28,124.02,"the oil reserve is a strageic asset for a time of war and an embargo barackobama should open more land for drilling not tap the reserve ",0,0,0
"160",2012-02-28,124.02,"my squawkcnbc interview from this morning discussing the price of oil windfarmsdoral hotel country club and more http bit ly wuvan",0,0,0
"161",2012-02-28,124.02," trumpvlog my thoughts on gasoline prices skyrocketing http t co syijrxdo",0,0,0
"162",2012-02-29,122.23," imagine how much stronger economic shape we would be in if we made the iraqi government agree to a cost sharing cont http t co zf peo ",1,1,3
"163",2012-02-29,122.23," imagine how much money the average american would save if we busted the opec cartel cont http t co zryopr y",0,0,2
"164",2012-02-29,122.23," barackobama should stop pressuring israel against attacking iran and worry how he will stop the iranian nuclear drive barackobama",-1,-2,-5
"165",2012-02-29,122.23,"gas prices are up cents this month rising days in a row http t co qzqi z p don t worry barackobama has a solution algae ",0,1,-2
"166",2012-03-06,125.03,"with respect to iran we have all the cards they are scared stiff i can t believe we aren t able to negotiate cont http t co j jrlifr",-1,1,-2
"167",2012-03-06,125.03,"my squawkcnbc interview discussing why mittromney is a great nominee gas prices and why george will is a loser http t co o bzo yo",-1,0,0
"168",2012-03-06,125.03,"strong leader israelipm netanyahu explained at aipac the threat israel faces from iran s nuclear drive he is cont http t co j kmqfbj",0,0,0
"169",2012-03-07,125.37,"gas is already in california don worry barackobama s algae energy policy is going to pay major cont http t co rvabzgjn",-1,2,-4
"170",2012-03-07,125.37,"he barackobama claims he does not want higher gas prices that s not what he said in http t co tavua e",0,0,1
"171",2012-03-12,127.27,"seems to be the next election must be about jobs and gas prices not birth control ",0,1,0
"172",2012-03-13,128.14," barackobama doesn t have an answer for how much americans should pay for gas http t co twqxays he wants gallon gas ",0,1,-1
"173",2012-03-13,128.14,"my gretawire interview from last friday discussing the unemployment numbers gas prices and acquiring the doral http t co btsf v ",0,2,-2
"174",2012-03-13,128.14,"trump international hotel amp tower new york winner of the forbes five star hotel award in through http t co ufuxcalk",3,4,7
"175",2012-03-14,126.98," yes the bp oil spill was bad but it was no reason to put tighter clamps on domestic drilling that showed no cont http t co plipl ya",-1,0,-3
"176",2012-03-14,126.98,"the barackobama administration now claims to have done everything to reduce gas prices http t co iddxpzro what about keystone ",0,1,0
"177",2012-03-16,125.09,"we should have gotten more of the oil in syria and we should have gotten more of the oil in iraq dumb leaders ",-1,-1,-3
"178",2012-03-16,125.09,"rising gas prices are causing a steep rise in consumer prices and will slow any future economic growth it is a tax on all americans ",-2,1,2
"179",2012-03-19,125.76,"my gretawire interview where i discuss why barackobama is an economic ignoramus and how opec is inflating gas prices http t co dym waya",0,0,0
"180",2012-03-20,124.38,"ron desantis iraq vet navy hero bronze star yale harvard law running for congress in fla very impressive http t co kkpdzv r",2,2,5
"181",2012-03-20,124.38,"why gas prices will cost barackobama re election pain at the pump not good for obama http t co yegztd a",-1,0,1
"182",2012-03-21,123.89,"my squawkcnbc interview discussing the gop primary gas prices the doral purchase and my outlook on the economy http t co r kth n",0,1,0
"183",2012-03-21,123.89,"the saudis are taking credit for a meager drop on crude http t co rfz ovxs they always play this game cont http t co iplxv k ",-2,0,-1
"184",2012-03-23,125.21," with china beating us like a punching bag daily opec vacuuming our wallets clean and jobs nowhere in sight cont http t co hp pchok",1,0,3
"185",2012-03-23,125.21," barackobama keeps taking credit for an increase in oil production of course his policies have nothing to do cont http t co jqojdn u",0,3,1
"186",2012-03-28,124.41,"i wonder if barackobama has promised iran and china that he can be more flexible after his last election ",2,0,1
"187",2012-03-28,124.41,"global warming has been proven to be a canard repeatedly over and over again http t co rk uos e the left needs a dose of reality ",1,0,0
"188",2012-03-29,123.23,"my gretawire interview where i discuss the obamacare usc argument gas prices ivankatrump s new clothing line http t co dvo c yg",0,-1,0
"189",2012-03-29,123.23,"bad news for barackobama gallupnews reports that the economy and gas prices are americans top cont http t co b r yr",0,0,-1
"190",2012-03-29,123.23,"in barackobama warned that electricity rates will necessarily skyrocket during his term mission accomplished http t co oably r ",0,2,0
"191",2012-03-30,123.41,"he barackobama wants record high gas prices drilling permits on federal land are declining under his regime http t co qhlaccnk",-1,0,0
"192",2012-03-30,123.41,"waste with a t debt and t budget deficit barackobama is sending m overseas to fight global warming http t co op x byl",-2,-4,-6
"193",2012-03-30,123.41,"white house press sec had a hard time explaining why barackobama supported tax breaks for oil companies in cont http t co gvlfd ay",-1,2,1
"194",2012-04-02,124.44,"chinese demand is raising the price of oil to barrel http t co m qp gw we need to use our own energy resources ",0,0,-1
"195",2012-04-04,123.04,"why gas prices will rise miss canada miss universe and celebapprentice in today s trumpvlog http t co davgslq",-2,0,-2
"196",2012-04-04,123.04,"he barackobama made a deal with saudi arabia to pump the hell out of oil until after the election watch what cont http t co qwzfanv ",-1,0,-4
"197",2012-04-04,123.04,"remember what i said about barackobama attacking iran before the election i hope the iranians are not so cont http t co uqsm t ",0,0,1
"198",2012-04-05,123.58,"my ingrahamangle interview discussing healthcare monopolies mittromney oil prices and annromney s birthday http t co bl qamq",0,1,0
"199",2012-04-06,123.58,"arrived in palm beach drove by a gas staion a gallon result of failed barackobama leadership ",-1,0,-2
"200",2012-04-06,123.58," gas is coming sooner than later america must become energy independent with our own resources and fast also cont http t co kxbipfpu",1,1,0
"201",2012-04-11,120.41,"thousands of us warplanes ships and missiles contain fake electronic components from china leaving them open cont http t co ws piikk",-1,-1,-3
"202",2012-04-11,120.41,"china attempted to sell embargoed computers to iran http t co yumqsrt china loves these deals ",0,0,0
"203",2012-04-12,120.57,"excited to see that anndromney has joined twitter melania and i are looking forward to hosting her next week cont http t co ppcgzjwr",1,3,3
"204",2012-04-13,120.62,"u s jobless claims are at a month high http bloom bg huedl barackobama s gas policy and obamacare are directly killing jobs ",-1,0,-3
"205",2012-04-17,117.41,"our ally canada is frustrated by barackobama s radical anti gas policies http t co zymzkpm bho is forcing canada to send gas to china ",-2,0,-3
"206",2012-04-19,117,"ted nugent was obviously using a figure of speech unfortunate as it was it just shows the anger people have towards barackobama ",-2,-1,-3
"207",2012-04-19,117,"very proud to announce that mar a lago was awarded top historic building in the state by the illustrious cont http t co emslms",3,3,7
"208",2012-04-24,117.74,"i am enjoying my travels across europe but home is where the heart is looking forward to coming back to the family in new york very soon ",1,2,2
"209",2012-04-24,117.74,"demand by china continues to raise the price of oil http t co qof vzoa we must become energy independent through our vast resources ",0,0,-1
"210",2012-04-25,117.45," the fact is right now and for the foreseeable future the planet runs on oil and that means we need to get cont http t co vjwvpoyk",0,0,0
"211",2012-04-26,119.33,"he barackobama believes that the war on terror is over http t co de ax y who does he think won ",-1,-2,-2
"212",2012-04-26,119.33,"the economy is expected to slow down once again at the end of the year http t co osop e the price of gas has to be lowered ",-1,0,0
"213",2012-04-26,119.33,"i have never been a fan of john edwards but it is time for the gov t to focus on more important things johnedwards",0,1,5
"214",2012-04-27,119.3,"the epa is caught saying that their philosophy is to crucify oil companies http t co odp bide that will sure lower the price of gas ",0,-1,0
"215",2012-04-30,118.66,"my gretawire interview where i discuss fixing the economy killing bin laden the john edwards trial and fair trade http bit ly jpsxka",0,-2,-1
"216",2012-04-30,118.66,"he johnedwards is bad but andrewyoung is worse not only is he a rat but it turns out he stole much of the money for himself ",-3,-2,-6
"217",2012-05-01,119.57,"the epa official who wants to crucify gas companies resigned http t co v kie c good but his attitude is endemic in the epa",-1,-1,2
"218",2012-05-03,115.91,"fracking will lead to american energy independence with price of natural gas continuing to drop we can be at a tremendous advantage ",2,3,2
"219",2012-05-04,111.66,"according to barackobama the war on terror is over http t co sryznq but global warming is a national cont http t co icvj ctj",-1,-2,-5
"220",2012-05-04,111.66,"in the s people were worried about global cooling it never happened now it s global warming give me a break ",-2,-1,-3
"221",2012-05-06,111.66,"aubrey has a lot of self confidence but will it be warranted sweepstweet",1,1,2
"222",2012-05-09,111.89,"joe biden called america the problem vis a vis iran http t co t cplizn he never wastes an opportunity to say something stupid joebiden",0,-1,-2
"223",2012-05-09,111.89,"gas prices are still too high we really need to pressure opec to lower the price of oil ",0,-2,-1
"224",2012-05-14,110.79,"howard stern will do a great job on america sgottalent he s very smart and really gets what talent is howardstern",1,1,4
"225",2012-05-15,111.4,"more than million designated for iraqi army disappeared where is it our sad sad country what have we come to ",-2,0,-3
"226",2012-05-16,109.8,"under barackobama the iranian nuclear program has rapidly grown http t co uu znyd",0,0,0
"227",2012-05-18,108.03,"time warner cable went out on th avenue for plus days they are a disaster i think i m going to switch ",-1,-1,-2
"228",2012-05-24,107.2,"my newsmax media interview discussing opec us gas resources mittromney and running a campaign against barackobama http t co kvgkacuo",0,1,0
"229",2012-05-29,107.55,"i am very excited about hosting mittromney today for a fundraiser looking forward to seeing newtgingrich and many other friends ",1,2,3
"230",2012-05-30,103.85,"my gretawire interview discussing my mittromney fundraiser in trump int l hotel las vegas and the state of the cont http t co pxmkcocw",1,0,0
"231",2012-05-31,103.86,"china and saudi arabia recently struck a deal which is the largest expansion by any oil company in the world cont http t co osvjxn a",-1,1,-1
